2
830     1   300.0   20000 5 
4160     1   450.0   35000 5
50
26219
28624
21528
22871
25732
28829
29503
20019
28270
23368
29708
26715
26340
28149
27796
20723
22618
22245
22846
23451
22921
23555
22379
27488
27764
28228
29841
22350
25193
21500
27034
27764
20124
24914
26987
25856
23743
26491
22227
28365
29859
21936
21432
22551
26437
29228
23275
25407
21474
26121
4.00000   4.00000
12.00000   12.00000
12.00000   4.00000
4.00000   12.00000
12.86000   7.77000
5.93000   15.35000
12.92000   6.49000
15.62000   4.27000
8.59000   9.63000
5.40000   2.26000
13.36000   12.11000
1.67000   4.29000
15.30000   4.62000
4.67000   7.35000
6.02000   4.22000
10.69000   13.67000
0.56000   14.11000
2.29000   5.73000
9.19000   1.84000
15.98000   15.24000
3.70000   8.13000
0.91000   1.80000
2.73000   12.62000
13.96000   12.81000
9.25000   2.84000
3.36000   1.05000
1.29000   5.13000
9.24000   10.95000
13.45000   4.14000
2.34000   7.64000
1.50000   6.87000
4.76000   7.78000
15.84000   6.03000
15.54000   11.99000
14.60000   8.76000
5.39000   4.12000
9.86000   0.94000
7.95000   13.70000
3.78000   14.67000
4.97000   1.02000
0.92000   10.52000
5.01000   10.80000
6.41000   2.65000
4.44000   2.19000
7.29000   4.31000
4.97000   9.71000
2.75000   7.09000
5.67000   2.56000
11.53000   9.86000
1.06000   6.83000
1 1 0.0  0.0000
1 2 210.0  11.3137
1 3 187.5  8.0000
1 4 142.5  8.0000
1 5 8.0  9.6287
1 6 8.0  11.5129
1 7 8.0  9.2610
1 8 4.0  11.6231
1 9 6.0  7.2640
1 10 4.0  2.2333
1 11 7.0  12.3847
1 12 4.0  2.3480
1 13 2.0  11.3170
1 14 9.0  3.4163
1 15 7.0  2.0319
1 16 10.0  11.7586
1 17 2.0  10.6792
1 18 6.0  2.4325
1 19 3.0  5.6215
1 20 4.0  16.4274
1 21 8.0  4.1409
1 22 6.0  3.7932
1 23 1.0  8.7131
1 24 1.0  13.2973
1 25 0.0  5.3766
1 26 10.0  3.0186
1 27 0.0  2.9362
1 28 4.0  8.7040
1 29 0.0  9.4510
1 30 8.0  4.0006
1 31 10.0  3.8062
1 32 7.0  3.8556
