2
470     1   300.0   20000 5
2360     1   450.0   35000 5
30
24043
23750
21087
26808
27276
27178
25788
23584
25403
22651
22754
22399
29932
25060
29676
23368
27739
20012
26226
28586
28094
27539
20795
20570
21434
20378
27467
26601
20097
22902
4.00000   4.00000
12.00000   12.00000
12.00000   4.00000
4.00000   12.00000
12.86000   7.77000
5.93000   15.35000
12.92000   6.49000
15.62000   4.27000
8.59000   9.63000
5.40000   2.26000
13.36000   12.11000
1.67000   4.29000
15.30000   4.62000
4.67000   7.35000
6.02000   4.22000
10.69000   13.67000
0.56000   14.11000
2.29000   5.73000
9.19000   1.84000
15.98000   15.24000
3.70000   8.13000
0.91000   1.80000
2.73000   12.62000
13.96000   12.81000
9.25000   2.84000
3.36000   1.05000
1.29000   5.13000
9.24000   10.95000
13.45000   4.14000
2.34000   7.64000
1 1 0.0  0.0000
1 2 202.5  11.3137
1 3 165.0  8.0000
1 4 165.0  8.0000
1 5 1.0  9.6287
1 6 10.0  11.5129
1 7 7.0  9.2610
1 8 8.0  11.6231
1 9 0.0  7.2640
1 10 6.0  2.2333
1 11 10.0  12.3847
1 12 8.0  2.3480
1 13 9.0  11.3170
1 14 4.0  3.4163
1 15 2.0  2.0319
1 16 4.0  11.7586
1 17 3.0  10.6792
1 18 10.0  2.4325
1 19 3.0  5.6215
1 20 5.0  16.4274
1 21 2.0  4.1409
1 22 10.0  3.7932
1 23 8.0  8.7131
1 24 10.0  13.2973
1 25 5.0  5.3766
1 26 0.0  3.0186
1 27 5.0  2.9362
1 28 10.0  8.7040
1 29 6.0  9.4510
1 30 10.0  4.0006
2 1 97.5  11.3137
2 2 0.0  0.0000
2 3 217.5  8.0000
2 4 105.0  8.0000
2 5 10.0  4.3165
2 6 5.0  6.9331
2 7 6.0  5.5863
2 8 9.0  8.5356
2 9 10.0  4.1527
2 10 4.0  11.7655
2 11 9.0  1.3644
2 12 5.0  12.8900
2 13 3.0  8.0842
2 14 7.0  8.6805
2 15 2.0  9.8127
2 16 8.0  2.1225
2 17 7.0  11.6330
2 18 4.0  11.5584
2 19 9.0  10.5414
2 20 4.0  5.1321
2 21 5.0  9.1579
2 22 1.0  15.0675
