2
220     1   300.0   20000 4
750     1   450.0   35000 2
7
23926
20540
23426
29172
25736
25211
25368
4.00000   4.00000
12.00000   12.00000
4.86000   7.77000
13.93000   15.35000
4.92000   6.49000
7.62000   4.27000
8.59000   9.63000
1 1 0.0  0.0000
1 2 127.5  11.3137
1 3 0.0  3.8668
1 4 4.0  15.0807
1 5 6.0  2.6545
1 6 0.0  3.6301
1 7 10.0  7.2640
2 1 127.5  11.3137
2 2 0.0  0.0000
2 3 10.0  8.2989
2 4 10.0  3.8662
2 5 7.0  8.9714
2 6 10.0  8.8847
2 7 3.0  4.1527
3 1 7.0  3.8668
3 2 9.0  8.2989
3 3 0.0  0.0000
3 4 7.0  11.8204
3 5 8.0  1.2814
3 6 2.0  4.4573
3 7 10.0  4.1680
4 1 7.0  15.0807
4 2 10.0  3.8662
4 3 4.0  11.8204
4 4 0.0  0.0000
4 5 1.0  12.6364
4 6 0.0  12.7508
4 7 10.0  7.8252
5 1 4.0  2.6545
5 2 9.0  8.9714
5 3 7.0  1.2814
5 4 6.0  12.6364
5 5 0.0  0.0000
5 6 8.0  3.4955
5 7 6.0  4.8300
6 1 2.0  3.6301
6 2 2.0  8.8847
6 3 7.0  4.4573
6 4 6.0  12.7508
6 5 6.0  3.4955
6 6 0.0  0.0000
6 7 5.0  5.4471
7 1 5.0  7.2640
7 2 7.0  4.1527
7 3 4.0  4.1680
7 4 4.0  7.8252
7 5 4.0  4.8300
7 6 3.0  5.4471
7 7 0.0  0.0000
